id,price
100122,4983759.69
100123,4983759.69
100124,4983759.69
100125,4983759.69
100126,4983759.69
100127,4983759.69
100128,4983759.69
100129,4983759.69
100130,4983759.69
100131,4983759.69
100132,4983759.69
100133,4983759.69
100134,4983759.69
100135,4983759.69
100136,4983759.69
100137,4983759.69
100138,4983759.69
100139,4983759.69
100140,4983759.69
100141,4983759.69
100142,4983759.69
100143,4983759.69
100144,4983759.69
100145,4983759.69
100146,4983759.69
100147,4983759.69
100148,4983759.69
100149,4983759.69
100150,4983759.69
100151,4983759.69
100152,4983759.69
100153,4983759.69
100154,4983759.69
100155,4983759.69
100156,4983759.69
100157,4983759.69
100158,4983759.69
100159,4983759.69
100160,4983759.69
100161,4983759.69
100162,4983759.69
100163,4983759.69
100164,4983759.69
100165,4983759.69
100166,4983759.69
100167,4983759.69
100168,4983759.69
100169,4983759.69
100170,4983759.69
100171,4983759.69
100172,4983759.69
100173,4983759.69
100174,4983759.69
100175,4983759.69
100176,4983759.69
100177,4983759.69
100178,4983759.69
100179,4983759.69
100180,4983759.69
100181,4983759.69
100182,4983759.69
100183,4983759.69
100184,4983759.69
100185,4983759.69
100186,4983759.69
100187,4983759.69
100188,4983759.69
100189,4983759.69
100190,4983759.69
100191,4983759.69
100192,4983759.69
100193,4983759.69
100194,4983759.69
100195,4983759.69
100196,4983759.69
100197,4983759.69
100198,4983759.69
100199,4983759.69
100200,4983759.69
100201,4983759.69
100202,4983759.69
100203,4983759.69
100204,4983759.69
100205,4983759.69
100206,4983759.69
100207,4983759.69
100208,4983759.69
100209,4983759.69
100210,4983759.69
100211,4983759.69
100212,4983759.69
100213,4983759.69
100214,4983759.69
100215,4983759.69
100216,4983759.69
100217,4983759.69
100218,4983759.69
100219,4983759.69
100220,4983759.69
100221,4983759.69
100222,4983759.69
100223,4983759.69
100224,4983759.69
100225,4983759.69
100226,4983759.69
100227,4983759.69
100228,4983759.69
100229,4983759.69
100230,4983759.69
100231,4983759.69
100232,4983759.69
100233,4983759.69
100234,4983759.69
100235,4983759.69
100236,4983759.69
100237,4983759.69
100238,4983759.69
100239,4983759.69
100240,4983759.69
100241,4983759.69
100242,4983759.69
100243,4983759.69
100244,4983759.69
100245,4983759.69
100246,4983759.69
100247,4983759.69
100248,4983759.69
100249,4983759.69
100250,4983759.69
100251,4983759.69
100252,4983759.69
100253,4983759.69
100254,4983759.69
100255,4983759.69
100256,4983759.69
100257,4983759.69
100258,4983759.69
100259,4983759.69
100260,4983759.69
100261,4983759.69
100262,4983759.69
100263,4983759.69
100264,4983759.69
100265,4983759.69
100266,4983759.69
100267,4983759.69
100268,4983759.69
100269,4983759.69
100270,4983759.69
100271,4983759.69
100272,4983759.69
100273,4983759.69
100274,4983759.69
100275,4983759.69
100276,4983759.69
100277,4983759.69
100278,4983759.69
100279,4983759.69
100280,4983759.69
100281,4983759.69
100282,4983759.69
100283,4983759.69
100284,4983759.69
100285,4983759.69
100286,4983759.69
100287,4983759.69
100288,4983759.69
100289,4983759.69
100290,4983759.69
100291,4983759.69
100292,4983759.69
100293,4983759.69
100294,4983759.69
100295,4983759.69
100296,4983759.69
100297,4983759.69
100298,4983759.69
100299,4983759.69
100300,4983759.69
100301,4983759.69
100302,4983759.69
100303,4983759.69
100304,4983759.69
100305,4983759.69
100306,4983759.69
100307,4983759.69
100308,4983759.69
100309,4983759.69
100310,4983759.69
100311,4983759.69
100312,4983759.69
100313,4983759.69
100314,4983759.69
100315,4983759.69
100316,4983759.69
100317,4983759.69
100318,4983759.69
100319,4983759.69
100320,4983759.69
100321,4983759.69
100322,4983759.69
100323,4983759.69
100324,4983759.69
100325,4983759.69
100326,4983759.69
100327,4983759.69
100328,4983759.69
100329,4983759.69
100330,4983759.69
100331,4983759.69
100332,4983759.69
100333,4983759.69
100334,4983759.69
100335,4983759.69
100336,4983759.69
100337,4983759.69
100338,4983759.69
100339,4983759.69
100340,4983759.69
100341,4983759.69
100342,4983759.69
100343,4983759.69
100344,4983759.69
100345,4983759.69
100346,4983759.69
100347,4983759.69
100348,4983759.69
100349,4983759.69
100350,4983759.69
100351,4983759.69
100352,4983759.69
100353,4983759.69
100354,4983759.69
100355,4983759.69
100356,4983759.69
100357,4983759.69
100358,4983759.69
100359,4983759.69
100360,4983759.69
100361,4983759.69
100362,4983759.69
100363,4983759.69
100364,4983759.69
100365,4983759.69
100366,4983759.69
100367,4983759.69
100368,4983759.69
100369,4983759.69
100370,4983759.69
100371,4983759.69
100372,4983759.69
100373,4983759.69
100374,4983759.69
100375,4983759.69
100376,4983759.69
100377,4983759.69
100378,4983759.69
100379,4983759.69
100380,4983759.69
100381,4983759.69
100382,4983759.69
100383,4983759.69
100384,4983759.69
100385,4983759.69
100386,4983759.69
100387,4983759.69
100388,4983759.69
100389,4983759.69
100390,4983759.69
100391,4983759.69
100392,4983759.69
100393,4983759.69
100394,4983759.69
100395,4983759.69
100396,4983759.69
100397,4983759.69
100398,4983759.69
100399,4983759.69
100400,4983759.69
100401,4983759.69
100402,4983759.69
100403,4983759.69
100404,4983759.69
100405,4983759.69
100406,4983759.69
100407,4983759.69
100408,4983759.69
100409,4983759.69
100410,4983759.69
100411,4983759.69
100412,4983759.69
100413,4983759.69
100414,4983759.69
100415,4983759.69
100416,4983759.69
100417,4983759.69
100418,4983759.69
100419,4983759.69
100420,4983759.69
100421,4983759.69
100422,4983759.69
100423,4983759.69
100424,4983759.69
100425,4983759.69
100426,4983759.69
100427,4983759.69
100428,4983759.69
100429,4983759.69
100430,4983759.69
100431,4983759.69
100432,4983759.69
100433,4983759.69
100434,4983759.69
100435,4983759.69
100436,4983759.69
100437,4983759.69
100438,4983759.69
100439,4983759.69
100440,4983759.69
100441,4983759.69
100442,4983759.69
100443,4983759.69
100444,4983759.69
100445,4983759.69
100446,4983759.69
100447,4983759.69
100448,4983759.69
100449,4983759.69
100450,4983759.69
100451,4983759.69
100452,4983759.69
100453,4983759.69
100454,4983759.69
100455,4983759.69
100456,4983759.69
100457,4983759.69
100458,4983759.69
100459,4983759.69
100460,4983759.69
100461,4983759.69
100462,4983759.69
100463,4983759.69
100464,4983759.69
100465,4983759.69
100466,4983759.69
100467,4983759.69
100468,4983759.69
100469,4983759.69
100470,4983759.69
100471,4983759.69
100472,4983759.69
100473,4983759.69
100474,4983759.69
100475,4983759.69
100476,4983759.69
100477,4983759.69
100478,4983759.69
100479,4983759.69
100480,4983759.69
100481,4983759.69
100482,4983759.69
100483,4983759.69
100484,4983759.69
100485,4983759.69
100486,4983759.69
100487,4983759.69
100488,4983759.69
100489,4983759.69
100490,4983759.69
100491,4983759.69
100492,4983759.69
100493,4983759.69
100494,4983759.69
100495,4983759.69
100496,4983759.69
100497,4983759.69
100498,4983759.69
100499,4983759.69
100500,4983759.69
100501,4983759.69
100502,4983759.69
100503,4983759.69
100504,4983759.69
100505,4983759.69
100506,4983759.69
100507,4983759.69
100508,4983759.69
100509,4983759.69
100510,4983759.69
100511,4983759.69
100512,4983759.69
100513,4983759.69
100514,4983759.69
100515,4983759.69
100516,4983759.69
100517,4983759.69
100518,4983759.69
100519,4983759.69
100520,4983759.69
100521,4983759.69
100522,4983759.69
100523,4983759.69
100524,4983759.69
100525,4983759.69
100526,4983759.69
100527,4983759.69
100528,4983759.69
100529,4983759.69
100530,4983759.69
100531,4983759.69
100532,4983759.69
100533,4983759.69
100534,4983759.69
100535,4983759.69
100536,4983759.69
100537,4983759.69
100538,4983759.69
100539,4983759.69
100540,4983759.69
100541,4983759.69
100542,4983759.69
100543,4983759.69
100544,4983759.69
100545,4983759.69
100546,4983759.69
100547,4983759.69
100548,4983759.69
100549,4983759.69
100550,4983759.69
100551,4983759.69
100552,4983759.69
100553,4983759.69
100554,4983759.69
100555,4983759.69
100556,4983759.69
100557,4983759.69
100558,4983759.69
100559,4983759.69
100560,4983759.69
100561,4983759.69
100562,4983759.69
100563,4983759.69
100564,4983759.69
100565,4983759.69
100566,4983759.69
100567,4983759.69
100568,4983759.69
100569,4983759.69
100570,4983759.69
100571,4983759.69
100572,4983759.69
100573,4983759.69
100574,4983759.69
100575,4983759.69
100576,4983759.69
100577,4983759.69
100578,4983759.69
100579,4983759.69
100580,4983759.69
100581,4983759.69
100582,4983759.69
100583,4983759.69
100584,4983759.69
100585,4983759.69
100586,4983759.69
100587,4983759.69
100588,4983759.69
100589,4983759.69
100590,4983759.69
100591,4983759.69
100592,4983759.69
100593,4983759.69
100594,4983759.69
100595,4983759.69
100596,4983759.69
100597,4983759.69
100598,4983759.69
100599,4983759.69
100600,4983759.69
100601,4983759.69
100602,4983759.69
100603,4983759.69
100604,4983759.69
100605,4983759.69
100606,4983759.69
100607,4983759.69
100608,4983759.69
100609,4983759.69
100610,4983759.69
100611,4983759.69
100612,4983759.69
100613,4983759.69
100614,4983759.69
100615,4983759.69
100616,4983759.69
100617,4983759.69
100618,4983759.69
100619,4983759.69
100620,4983759.69
100621,4983759.69
100622,4983759.69
100623,4983759.69
100624,4983759.69
100625,4983759.69
100626,4983759.69
100627,4983759.69
100628,4983759.69
100629,4983759.69
100630,4983759.69
100631,4983759.69
100632,4983759.69
100633,4983759.69
100634,4983759.69
100635,4983759.69
100636,4983759.69
100637,4983759.69
100638,4983759.69
100639,4983759.69
100640,4983759.69
100641,4983759.69
100642,4983759.69
100643,4983759.69
100644,4983759.69
100645,4983759.69
100646,4983759.69
100647,4983759.69
100648,4983759.69
100649,4983759.69
100650,4983759.69
100651,4983759.69
100652,4983759.69
100653,4983759.69
100654,4983759.69
100655,4983759.69
100656,4983759.69
100657,4983759.69
100658,4983759.69
100659,4983759.69
100660,4983759.69
100661,4983759.69
100662,4983759.69
100663,4983759.69
100664,4983759.69
100665,4983759.69
100666,4983759.69
100667,4983759.69
100668,4983759.69
100669,4983759.69
100670,4983759.69
100671,4983759.69
100672,4983759.69
100673,4983759.69
100674,4983759.69
100675,4983759.69
100676,4983759.69
100677,4983759.69
100678,4983759.69
100679,4983759.69
100680,4983759.69
100681,4983759.69
100682,4983759.69
100683,4983759.69
100684,4983759.69
100685,4983759.69
100686,4983759.69
100687,4983759.69
100688,4983759.69
100689,4983759.69
100690,4983759.69
100691,4983759.69
100692,4983759.69
100693,4983759.69
100694,4983759.69
100695,4983759.69
100696,4983759.69
100697,4983759.69
100698,4983759.69
100699,4983759.69
100700,4983759.69
100701,4983759.69
100702,4983759.69
100703,4983759.69
100704,4983759.69
100705,4983759.69
100706,4983759.69
100707,4983759.69
100708,4983759.69
100709,4983759.69
100710,4983759.69
100711,4983759.69
100712,4983759.69
100713,4983759.69
100714,4983759.69
100715,4983759.69
100716,4983759.69
100717,4983759.69
100718,4983759.69
100719,4983759.69
100720,4983759.69
100721,4983759.69
100722,4983759.69
100723,4983759.69
100724,4983759.69
100725,4983759.69
100726,4983759.69
100727,4983759.69
100728,4983759.69
100729,4983759.69
100730,4983759.69
100731,4983759.69
100732,4983759.69
100733,4983759.69
100734,4983759.69
100735,4983759.69
100736,4983759.69
100737,4983759.69
100738,4983759.69
100739,4983759.69
100740,4983759.69
100741,4983759.69
100742,4983759.69
100743,4983759.69
100744,4983759.69
100745,4983759.69
100746,4983759.69
100747,4983759.69
100748,4983759.69
100749,4983759.69
100750,4983759.69
100751,4983759.69
100752,4983759.69
100753,4983759.69
100754,4983759.69
100755,4983759.69
100756,4983759.69
100757,4983759.69
100758,4983759.69
100759,4983759.69
100760,4983759.69
100761,4983759.69
100762,4983759.69
100763,4983759.69
100764,4983759.69
100765,4983759.69
100766,4983759.69
100767,4983759.69
100768,4983759.69
100769,4983759.69
100770,4983759.69
100771,4983759.69
100772,4983759.69
100773,4983759.69
100774,4983759.69
100775,4983759.69
100776,4983759.69
100777,4983759.69
100778,4983759.69
100779,4983759.69
100780,4983759.69
100781,4983759.69
100782,4983759.69
100783,4983759.69
100784,4983759.69
100785,4983759.69
100786,4983759.69
100787,4983759.69
100788,4983759.69
100789,4983759.69
100790,4983759.69
100791,4983759.69
100792,4983759.69
100793,4983759.69
100794,4983759.69
100795,4983759.69
100796,4983759.69
100797,4983759.69
100798,4983759.69
100799,4983759.69
100800,4983759.69
100801,4983759.69
100802,4983759.69
100803,4983759.69
100804,4983759.69
100805,4983759.69
100806,4983759.69
100807,4983759.69
100808,4983759.69
100809,4983759.69
100810,4983759.69
100811,4983759.69
100812,4983759.69
100813,4983759.69
100814,4983759.69
100815,4983759.69
100816,4983759.69
100817,4983759.69
100818,4983759.69
100819,4983759.69
100820,4983759.69
100821,4983759.69
100822,4983759.69
100823,4983759.69
100824,4983759.69
100825,4983759.69
100826,4983759.69
100827,4983759.69
100828,4983759.69
100829,4983759.69
100830,4983759.69
100831,4983759.69
100832,4983759.69
100833,4983759.69
100834,4983759.69
100835,4983759.69
100836,4983759.69
100837,4983759.69
100838,4983759.69
100839,4983759.69
100840,4983759.69
100841,4983759.69
100842,4983759.69
100843,4983759.69
100844,4983759.69
100845,4983759.69
100846,4983759.69
100847,4983759.69
100848,4983759.69
100849,4983759.69
100850,4983759.69
100851,4983759.69
100852,4983759.69
100853,4983759.69
100854,4983759.69
100855,4983759.69
100856,4983759.69
100857,4983759.69
100858,4983759.69
100859,4983759.69
100860,4983759.69
100861,4983759.69
100862,4983759.69
100863,4983759.69
100864,4983759.69
100865,4983759.69
100866,4983759.69
100867,4983759.69
100868,4983759.69
100869,4983759.69
100870,4983759.69
100871,4983759.69
100872,4983759.69
100873,4983759.69
100874,4983759.69
100875,4983759.69
100876,4983759.69
100877,4983759.69
100878,4983759.69
100879,4983759.69
100880,4983759.69
100881,4983759.69
100882,4983759.69
100883,4983759.69
100884,4983759.69
100885,4983759.69
100886,4983759.69
100887,4983759.69
100888,4983759.69
100889,4983759.69
100890,4983759.69
100891,4983759.69
100892,4983759.69
100893,4983759.69
100894,4983759.69
100895,4983759.69
100896,4983759.69
100897,4983759.69
100898,4983759.69
100899,4983759.69
100900,4983759.69
100901,4983759.69
100902,4983759.69
100903,4983759.69
100904,4983759.69
100905,4983759.69
100906,4983759.69
100907,4983759.69
100908,4983759.69
100909,4983759.69
100910,4983759.69
100911,4983759.69
100912,4983759.69
100913,4983759.69
100914,4983759.69
100915,4983759.69
100916,4983759.69
100917,4983759.69
100918,4983759.69
100919,4983759.69
100920,4983759.69
100921,4983759.69
100922,4983759.69
100923,4983759.69
100924,4983759.69
100925,4983759.69
100926,4983759.69
100927,4983759.69
100928,4983759.69
100929,4983759.69
100930,4983759.69
100931,4983759.69
100932,4983759.69
100933,4983759.69
100934,4983759.69
100935,4983759.69
100936,4983759.69
100937,4983759.69
100938,4983759.69
100939,4983759.69
100940,4983759.69
100941,4983759.69
100942,4983759.69
100943,4983759.69
100944,4983759.69
100945,4983759.69
100946,4983759.69
100947,4983759.69
100948,4983759.69
100949,4983759.69
100950,4983759.69
100951,4983759.69
100952,4983759.69
100953,4983759.69
100954,4983759.69
100955,4983759.69
100956,4983759.69
100957,4983759.69
100958,4983759.69
100959,4983759.69
100960,4983759.69
100961,4983759.69
100962,4983759.69
100963,4983759.69
100964,4983759.69
100965,4983759.69
100966,4983759.69
100967,4983759.69
100968,4983759.69
100969,4983759.69
100970,4983759.69
100971,4983759.69
100972,4983759.69
100973,4983759.69
100974,4983759.69
100975,4983759.69
100976,4983759.69
100977,4983759.69
100978,4983759.69
100979,4983759.69
100980,4983759.69
100981,4983759.69
100982,4983759.69
100983,4983759.69
100984,4983759.69
100985,4983759.69
100986,4983759.69
100987,4983759.69
100988,4983759.69
100989,4983759.69
100990,4983759.69
100991,4983759.69
100992,4983759.69
100993,4983759.69
100994,4983759.69
100995,4983759.69
100996,4983759.69
100997,4983759.69
100998,4983759.69
100999,4983759.69
101000,4983759.69
101001,4983759.69
101002,4983759.69
101003,4983759.69
101004,4983759.69
101005,4983759.69
101006,4983759.69
101007,4983759.69
101008,4983759.69
101009,4983759.69
101010,4983759.69
101011,4983759.69
101012,4983759.69
101013,4983759.69
101014,4983759.69
101015,4983759.69
101016,4983759.69
101017,4983759.69
101018,4983759.69
101019,4983759.69
101020,4983759.69
101021,4983759.69
101022,4983759.69
101023,4983759.69
101024,4983759.69
101025,4983759.69
101026,4983759.69
101027,4983759.69
101028,4983759.69
101029,4983759.69
101030,4983759.69
101031,4983759.69
101032,4983759.69
101033,4983759.69
101034,4983759.69
101035,4983759.69
101036,4983759.69
101037,4983759.69
101038,4983759.69
101039,4983759.69
101040,4983759.69
101041,4983759.69
101042,4983759.69
101043,4983759.69
101044,4983759.69
101045,4983759.69
101046,4983759.69
101047,4983759.69
101048,4983759.69
101049,4983759.69
101050,4983759.69
101051,4983759.69
101052,4983759.69
101053,4983759.69
101054,4983759.69
101055,4983759.69
101056,4983759.69
101057,4983759.69
101058,4983759.69
101059,4983759.69
101060,4983759.69
101061,4983759.69
101062,4983759.69
101063,4983759.69
101064,4983759.69
101065,4983759.69
101066,4983759.69
101067,4983759.69
101068,4983759.69
101069,4983759.69
101070,4983759.69
101071,4983759.69
101072,4983759.69
101073,4983759.69
101074,4983759.69
101075,4983759.69
101076,4983759.69
101077,4983759.69
101078,4983759.69
101079,4983759.69
101080,4983759.69
101081,4983759.69
101082,4983759.69
101083,4983759.69
101084,4983759.69
101085,4983759.69
101086,4983759.69
101087,4983759.69
101088,4983759.69
101089,4983759.69
101090,4983759.69
101091,4983759.69
101092,4983759.69
101093,4983759.69
101094,4983759.69
101095,4983759.69
101096,4983759.69
101097,4983759.69
101098,4983759.69
101099,4983759.69
101100,4983759.69
101101,4983759.69
101102,4983759.69
101103,4983759.69
101104,4983759.69
101105,4983759.69
101106,4983759.69
101107,4983759.69
101108,4983759.69
101109,4983759.69
101110,4983759.69
101111,4983759.69
101112,4983759.69
101113,4983759.69
101114,4983759.69
101115,4983759.69
101116,4983759.69
101117,4983759.69
101118,4983759.69
101119,4983759.69
101120,4983759.69
101121,4983759.69
101122,4983759.69
101123,4983759.69
101124,4983759.69
101125,4983759.69
101126,4983759.69
101127,4983759.69
101128,4983759.69
101129,4983759.69
101130,4983759.69
101131,4983759.69
101132,4983759.69
101133,4983759.69
101134,4983759.69
101135,4983759.69
101136,4983759.69
101137,4983759.69
101138,4983759.69
101139,4983759.69
101140,4983759.69
101141,4983759.69
101142,4983759.69
101143,4983759.69
101144,4983759.69
101145,4983759.69
101146,4983759.69
101147,4983759.69
101148,4983759.69
101149,4983759.69
101150,4983759.69
101151,4983759.69
101152,4983759.69
101153,4983759.69
101154,4983759.69
101155,4983759.69
101156,4983759.69
101157,4983759.69
101158,4983759.69
101159,4983759.69
101160,4983759.69
101161,4983759.69
101162,4983759.69
101163,4983759.69
101164,4983759.69
101165,4983759.69
101166,4983759.69
101167,4983759.69
101168,4983759.69
101169,4983759.69
101170,4983759.69
101171,4983759.69
101172,4983759.69
101173,4983759.69
101174,4983759.69
101175,4983759.69
101176,4983759.69
101177,4983759.69
101178,4983759.69
101179,4983759.69
101180,4983759.69
101181,4983759.69
101182,4983759.69
101183,4983759.69
101184,4983759.69
101185,4983759.69
101186,4983759.69
101187,4983759.69
101188,4983759.69
101189,4983759.69
101190,4983759.69
101191,4983759.69
101192,4983759.69
101193,4983759.69
101194,4983759.69
101195,4983759.69
101196,4983759.69
101197,4983759.69
101198,4983759.69
101199,4983759.69
101200,4983759.69
101201,4983759.69
101202,4983759.69
101203,4983759.69
101204,4983759.69
101205,4983759.69
101206,4983759.69
101207,4983759.69
101208,4983759.69
101209,4983759.69
101210,4983759.69
101211,4983759.69
101212,4983759.69
101213,4983759.69
101214,4983759.69
101215,4983759.69
101216,4983759.69
101217,4983759.69
101218,4983759.69
101219,4983759.69
101220,4983759.69
101221,4983759.69
101222,4983759.69
101223,4983759.69
101224,4983759.69
101225,4983759.69
101226,4983759.69
101227,4983759.69
101228,4983759.69
101229,4983759.69
101230,4983759.69
101231,4983759.69
101232,4983759.69
101233,4983759.69
101234,4983759.69
101235,4983759.69
101236,4983759.69
101237,4983759.69
101238,4983759.69
101239,4983759.69
101240,4983759.69
101241,4983759.69
101242,4983759.69
101243,4983759.69
101244,4983759.69
101245,4983759.69
101246,4983759.69
101247,4983759.69
101248,4983759.69
101249,4983759.69
101250,4983759.69
101251,4983759.69
101252,4983759.69
101253,4983759.69
101254,4983759.69
101255,4983759.69
101256,4983759.69
101257,4983759.69
101258,4983759.69
101259,4983759.69
101260,4983759.69
101261,4983759.69
101262,4983759.69
101263,4983759.69
101264,4983759.69
101265,4983759.69
101266,4983759.69
101267,4983759.69
101268,4983759.69
101269,4983759.69
101270,4983759.69
101271,4983759.69
101272,4983759.69
101273,4983759.69
101274,4983759.69
101275,4983759.69
101276,4983759.69
101277,4983759.69
101278,4983759.69
101279,4983759.69
101280,4983759.69
101281,4983759.69
101282,4983759.69
101283,4983759.69
101284,4983759.69
101285,4983759.69
101286,4983759.69
101287,4983759.69
101288,4983759.69
101289,4983759.69
101290,4983759.69
101291,4983759.69
101292,4983759.69
101293,4983759.69
101294,4983759.69
101295,4983759.69
101296,4983759.69
101297,4983759.69
101298,4983759.69
101299,4983759.69
101300,4983759.69
101301,4983759.69
101302,4983759.69
101303,4983759.69
101304,4983759.69
101305,4983759.69
101306,4983759.69
101307,4983759.69
101308,4983759.69
101309,4983759.69
101310,4983759.69
101311,4983759.69
101312,4983759.69
101313,4983759.69
101314,4983759.69
101315,4983759.69
101316,4983759.69
101317,4983759.69
101318,4983759.69
101319,4983759.69
101320,4983759.69
101321,4983759.69
101322,4983759.69
101323,4983759.69
101324,4983759.69
101325,4983759.69
101326,4983759.69
101327,4983759.69
101328,4983759.69
101329,4983759.69
101330,4983759.69
101331,4983759.69
101332,4983759.69
101333,4983759.69
101334,4983759.69
101335,4983759.69
101336,4983759.69
101337,4983759.69
101338,4983759.69
101339,4983759.69
101340,4983759.69
101341,4983759.69
101342,4983759.69
101343,4983759.69
101344,4983759.69
101345,4983759.69
101346,4983759.69
101347,4983759.69
101348,4983759.69
101349,4983759.69
101350,4983759.69
101351,4983759.69
101352,4983759.69
101353,4983759.69
101354,4983759.69
101355,4983759.69
101356,4983759.69
101357,4983759.69
101358,4983759.69
101359,4983759.69
101360,4983759.69
101361,4983759.69
101362,4983759.69
101363,4983759.69
101364,4983759.69
101365,4983759.69
101366,4983759.69
101367,4983759.69
101368,4983759.69
101369,4983759.69
101370,4983759.69
101371,4983759.69
101372,4983759.69
101373,4983759.69
101374,4983759.69
101375,4983759.69
101376,4983759.69
101377,4983759.69
101378,4983759.69
101379,4983759.69
101380,4983759.69
101381,4983759.69
101382,4983759.69
101383,4983759.69
101384,4983759.69
101385,4983759.69
101386,4983759.69
101387,4983759.69
101388,4983759.69
101389,4983759.69
101390,4983759.69
101391,4983759.69
101392,4983759.69
101393,4983759.69
101394,4983759.69
101395,4983759.69
101396,4983759.69
101397,4983759.69
101398,4983759.69
101399,4983759.69
101400,4983759.69
101401,4983759.69
101402,4983759.69
101403,4983759.69
101404,4983759.69
101405,4983759.69
101406,4983759.69
101407,4983759.69
101408,4983759.69
101409,4983759.69
101410,4983759.69
101411,4983759.69
101412,4983759.69
101413,4983759.69
101414,4983759.69
101415,4983759.69
101416,4983759.69
101417,4983759.69
101418,4983759.69
101419,4983759.69
101420,4983759.69
101421,4983759.69
101422,4983759.69
101423,4983759.69
101424,4983759.69
101425,4983759.69
101426,4983759.69
101427,4983759.69
101428,4983759.69
101429,4983759.69
101430,4983759.69
101431,4983759.69
101432,4983759.69
101433,4983759.69
101434,4983759.69
101435,4983759.69
101436,4983759.69
101437,4983759.69
101438,4983759.69
101439,4983759.69
101440,4983759.69
101441,4983759.69
101442,4983759.69
101443,4983759.69
101444,4983759.69
101445,4983759.69
101446,4983759.69
101447,4983759.69
101448,4983759.69
101449,4983759.69
101450,4983759.69
101451,4983759.69
101452,4983759.69
101453,4983759.69
101454,4983759.69
101455,4983759.69
101456,4983759.69
101457,4983759.69
101458,4983759.69
101459,4983759.69
101460,4983759.69
101461,4983759.69
101462,4983759.69
101463,4983759.69
101464,4983759.69
101465,4983759.69
101466,4983759.69
101467,4983759.69
101468,4983759.69
101469,4983759.69
101470,4983759.69
101471,4983759.69
101472,4983759.69
101473,4983759.69
101474,4983759.69
101475,4983759.69
101476,4983759.69
101477,4983759.69
101478,4983759.69
101479,4983759.69
101480,4983759.69
101481,4983759.69
101482,4983759.69
101483,4983759.69
101484,4983759.69
101485,4983759.69
101486,4983759.69
101487,4983759.69
101488,4983759.69
101489,4983759.69
101490,4983759.69
101491,4983759.69
101492,4983759.69
101493,4983759.69
101494,4983759.69
101495,4983759.69
101496,4983759.69
101497,4983759.69
101498,4983759.69
101499,4983759.69
101500,4983759.69
101501,4983759.69
101502,4983759.69
101503,4983759.69
101504,4983759.69
101505,4983759.69
101506,4983759.69
101507,4983759.69
101508,4983759.69
101509,4983759.69
101510,4983759.69
101511,4983759.69
101512,4983759.69
101513,4983759.69
101514,4983759.69
101515,4983759.69
101516,4983759.69
101517,4983759.69
101518,4983759.69
101519,4983759.69
101520,4983759.69
101521,4983759.69
101522,4983759.69
101523,4983759.69
101524,4983759.69
101525,4983759.69
101526,4983759.69
101527,4983759.69
101528,4983759.69
101529,4983759.69
101530,4983759.69
101531,4983759.69
101532,4983759.69
101533,4983759.69
101534,4983759.69
101535,4983759.69
101536,4983759.69
101537,4983759.69
101538,4983759.69
101539,4983759.69
101540,4983759.69
101541,4983759.69
101542,4983759.69
101543,4983759.69
101544,4983759.69
101545,4983759.69
101546,4983759.69
101547,4983759.69
101548,4983759.69
101549,4983759.69
101550,4983759.69
101551,4983759.69
101552,4983759.69
101553,4983759.69
